StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4,Q5,Q6,Q6_5_TEXT,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q8_1,Q8_2,Q8_3,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10,Q11_1,Q11_2,Q11_3,Q12,Q13,Q14,Q15,Q15_10_TEXT,Q16,Q17,Q18,Q19,Q19_6_TEXT,Q20_1,Q20_2,Q20_3,Q21_1,Q21_2,Q21_3,Q22_1,Q22_2,Q22_3,Q22_4,Q22_5,Q22_6,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q23_7,Q24_1,Q24_2,Q24_3,Q24_4,Q25,Q26,Q27_1,Q28,Q29,Q30,Q30_8_TEXT,Q31,Q32,Q33,Q33_8_TEXT,Q34,Q35,Q36,Q37,Q37_4_TEXT,Q33_8_TEXT - Parent Topics,Q33_8_TEXT - Sentiment Polarity,Q33_8_TEXT - Sentiment Score,Q33_8_TEXT - Sentiment,Q33_8_TEXT - Topic Sentiment Label,Q33_8_TEXT - Topic Sentiment Score,Q33_8_TEXT - Topics
2021-10-25 12:29:25,2021-10-25 12:34:11,IP Address,100,285,True,2021-10-25 12:34:11,R_3q7gwzH4H8o8bul,anonymous,EN,Computer Science,06/2023,Yes,"Applied Mathematics,East Asian Studies,Economics,Government","My first-year academic advisor,Residential advising resources, such as house tutors or proctors,Peer Advising Fellows (PAFs)",In high school (including summer after graduation),,4,3,2,2,4,2,2,3,1,5,6,4,5,5,7,6,7,"To inquire about research opportunities,To inquire about advice for my concentration",5,5,2,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 12x, an undergraduate-level theoretical CS course (other than CS 121 or CS 124),CS 18x, an undergraduate-level artificial intelligence course",Somewhat agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS",Graduate school doesn't fit into my career path,"Yes, I intend to write a senior thesis in the CS department",,,4,5,3,5,5,5,5,4,1,1,1,1,5,4,4,4,4,4,6,2,2,6,"Academic interests,Professional interests",Yes,7,"Fellow students,Alumni networks","Close friends and family,Fellow students,Alumni networks",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 11:57:16,2021-10-25 12:49:05,IP Address,100,3108,True,2021-10-25 12:49:06,R_3D7QzeGpA5u4M3x,anonymous,EN,Engineering Sciences,05/2023,Yes,"History and Science,Neuroscience",,In college,,,,,,,,,,,,,,6,7,7,4,7,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",7,7,6,CS 50: Introduction to Computer Science I,Agree,No,"I have already taken all of the CS courses I am interested in,I am no longer interested in CS",,,,,,,6,5,5,7,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Non-academic and non-professional interests,Yes,8,"Close friends and family,Alumni networks","Alumni networks,The Harvard Office of Career Services",Woman,,No,Straight/Heterosexual,White,,"No, not of Hispanic or Latinx origin",No,No,Preger not to say,,,,,,,,
2021-10-25 12:57:30,2021-10-25 13:06:07,IP Address,100,516,True,2021-10-25 13:06:08,R_2aeLvnlRxPxAZBX,anonymous,EN,Physics,05/2023,Yes,"Art, Film, and Visual Studies,Astrophysics,Computer Science,Physics","Department heads,Department faculty,Department-specific advising programs",In high school (including summer after graduation),,,,,,,,,,,,,,6,6,7,7,7,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",4,1,1,"CS 50: Introduction to Computer Science I,CS 124: Data Structures and Algorithms",Agree,Undecided,"CS courses are poorly designed or organized,I do not feel supported by the CS department",,,,,,,7,7,7,4,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Non-academic and non-professional interests,Yes,8,,,Woman,,No,Questioning or unsure,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 13:00:53,2021-10-25 13:07:53,IP Address,100,420,True,2021-10-25 13:07:54,R_NVglGLqaYxsC1kB,anonymous,EN,Sociology,12/2022,No,Economics,"Department faculty,Peer Advising Fellows (PAFs)",I have never been taught programming or computer science in an academic or extracurricular program,,,,,,,,,,,,,,6,6,6,4,7,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about advice for my concentration",6,7,6,,,,,,,,,,,5,3,4,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,Non-academic and non-professional interests,No,8,"Close friends and family,Alumni networks","Close friends and family,The Harvard Office of Career Services",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",Yes,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 13:08:27,2021-10-25 13:13:41,IP Address,100,313,True,2021-10-25 13:13:41,R_RJ1ye3SJXUPqYoh,anonymous,EN,Computer Science,12/2021,Yes,"Biomedical Engineering,Engineering Sciences,Mechanical Engineering,Physics","Residential advising resources, such as house tutors or proctors,Department-specific advising programs,Peer Advising Fellows (PAFs)",In college,,7,4,5,4,3,4,5,3,3,7,7,4,7,7,7,7,7,"For an academic letter of recommendation,To inquire about career opportunities,To inquire about advice for my concentration",4,3,2,"CS 20: Discrete Mathematics for Computer Science,CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 61: Systems Programming and Machine Organization,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 13x, an undergraduate-level economics/computation course,CS 16x, an undergraduate-level systems course,CS 17x, an undergraduate-level graphics/visualization/user interfaces course,CS 23x, a graduate-level economics/computation course",Strongly agree,"N/A, I am enrolled in my last semester","I am not required to take any additional CS courses to fulfill my concentration/secondary,CS courses are too time-intensive",,"No, I have not considered applying to graduate studies in CS",Graduate school doesn't fit into my career path,"No, I do not intend to write a senior thesis in the CS department","I cannot think of or decide on a thesis topic,I am unsure of or unable to find a suitable faculty advisor for my thesis,I am unaware of the processes or steps that must be taken in order to write a senior thesis",,7,7,7,7,7,7,3,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,8,"Fellow students,Professional networks,Alumni networks,The Harvard Office of Career Services","Close friends and family,Fellow students,Professional networks,Alumni networks,The Harvard Office of Career Services",Woman,,No,Straight/Heterosexual,White,,"No, not of Hispanic or Latinx origin",No,No,"Yes, I have been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 13:07:02,2021-10-25 13:14:37,IP Address,100,454,True,2021-10-25 13:14:37,R_DvJwwRazgNsBNQt,anonymous,EN,Computer Science,05/2022,Yes,Computer Science,,In middle school or earlier (including summer after graduation),,5,7,3,3,5,3,6,2,4,6,6,3,6,6,6,7,7,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",6,6,6,"CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 9x, an undergraduate-level research CS course,CS 12x, an undergraduate-level theoretical CS course (other than CS 121 or CS 124),CS 15x, an undergraduate-level programming languages course,CS 16x, an undergraduate-level systems course,CS 22x, a graduate-level theoretical computer science course,CS 26x, a graduate-level systems course,CS 28x, a graduate-level artificial intelligence course",Agree,Yes,,,"Yes, I have considered and intend to apply (or am currently applying) to graduate studies in CS",,"Yes, I intend to write a senior thesis in the CS department",,,6,6,5,5,5,4,1,1,1,1,1,1,7,7,4,6,6,4,7,7,5,7,,Yes,6,,"Fellow students,Professional networks",Man,,No,Straight/Heterosexual,White,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 13:08:25,2021-10-25 13:18:34,IP Address,100,609,True,2021-10-25 13:18:34,R_sNdda2un6T7HMXL,anonymous,EN,Computer Science,05/2024,Yes,"Applied Mathematics,Chemistry and Physics,Computer Science,Economics,Electrical Engineering,Engineering Sciences,Mathematics,Mechanical Engineering,Physics,Statistics",,In high school (including summer after graduation),,4,5,3,3,3,4,3,5,3,4,6,6,2,5,6,3,4,To inquire about research opportunities,3,3,2,"CS 50: Introduction to Computer Science I,CS 121: Introduction to Theoretical Computer Science",Somewhat disagree,Yes,,,"Yes, I have considered and intend to apply (or am currently applying) to graduate studies in CS",,"Yes, I intend to write a senior thesis in the CS department",,,4,5,3,5,6,3,2,2,1,1,1,4,2,2,4,4,4,4,3,4,4,4,"Academic interests,Professional interests",Yes,8,Fellow students,"Close friends and family,Fellow students,The Harvard Office of Career Services",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,Preger not to say,,,,,,,,
2021-10-25 13:25:10,2021-10-25 13:31:29,IP Address,100,378,True,2021-10-25 13:31:29,R_3LfI7GCadXlNmqB,anonymous,EN,Computer Science,05/2023,Yes,"Art, Film, and Visual Studies,Computer Science,Mathematics",,In high school (including summer after graduation),,4,5,3,1,4,5,5,3,2,1,7,5,5,4,4,2,2,,1,2,1,"CS 51: Introduction to Computer Science II,CS 61: Systems Programming and Machine Organization,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 18x, an undergraduate-level artificial intelligence course",Neither agree nor disagree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS","I did not feel as if I had the resources to successfully apply to graduate school,Graduate school doesn't fit into my career path","No, I do not intend to write a senior thesis in the CS department","I cannot think of or decide on a thesis topic,I am unsure of or unable to find a suitable faculty advisor for my thesis,I am unaware of the processes or steps that must be taken in order to write a senior thesis,I am unavailable to commit the time to writing a thesis",,3,2,1,5,5,2,7,4,1,1,1,1,7,3,1,1,1,1,7,6,1,1,Non-academic and non-professional interests,No,6,"Close friends and family,Fellow students,The Harvard Office of Career Services","Close friends and family,Fellow students",Woman,,No,Questioning or unsure,Black or African American,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 13:29:29,2021-10-25 13:43:32,IP Address,100,843,True,2021-10-25 13:43:33,R_1OZxaGOpSuyKupM,anonymous,EN,Computer Science,05/2022,Yes,"Computer Science,Economics","Department-specific advising programs,Peer Advising Fellows (PAFs)",In middle school or earlier (including summer after graduation),,4,4,4,2,2,3,2,2,4,6,6,7,5,6,7,5,6,"To inquire about career opportunities,To inquire about advice for my concentration",2,3,2,"CS 20: Discrete Mathematics for Computer Science,CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 13x, an undergraduate-level economics/computation course",Somewhat disagree,Yes,,,"No, I have not considered applying to graduate studies in CS",,"No, I do not intend to write a senior thesis in the CS department",I cannot think of or decide on a thesis topic,,4,5,4,4,5,3,3,3,1,1,1,1,3,3,1,1,1,1,1,1,1,1,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,6,Fellow students,"Close friends and family,Fellow students,The Harvard Office of Career Services",Woman,,No,Straight/Heterosexual,White,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 14:00:34,2021-10-25 14:08:33,IP Address,100,479,True,2021-10-25 14:08:34,R_3g7QyiKBxH9bwuh,anonymous,EN,Computer Science,05/2024,Yes,"Astrophysics,Computer Science","Residential advising resources, such as house tutors or proctors",In high school (including summer after graduation),,6,5,2,4,5,4,3,3,5,6,7,7,3,6,7,3,5,To inquire about advice for my concentration,4,5,2,"CS 51: Introduction to Computer Science II,CS 121: Introduction to Theoretical Computer Science,CS 18x, an undergraduate-level artificial intelligence course",Somewhat disagree,Yes,,,"Yes, I have considered and intend to apply (or am currently applying) to graduate studies in CS",,I am unsure or undecided,,,6,4,3,6,4,6,5,3,1,1,1,1,5,1,1,1,1,1,5,1,1,1,Non-academic and non-professional interests,Yes,9,"Close friends and family,Fellow students,Alumni networks","Close friends and family,Fellow students",Woman,,No,Straight/Heterosexual,"Middle Eastern or North African,White",,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 14:53:25,2021-10-25 15:01:21,IP Address,100,475,True,2021-10-25 15:01:21,R_7Pri8ucVgvb06Fr,anonymous,EN,Computer Science,05/23,Yes,"Computer Science,Engineering Sciences,English,Mathematics",Department faculty,In middle school or earlier (including summer after graduation),,6,4,1,1,4,5,2,3,7,1,7,1,1,3,5,7,7,"To inquire about research opportunities,To inquire about career opportunities",3,1,1,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 9x, an undergraduate-level research CS course,CS 22x, a graduate-level theoretical computer science course",Neither agree nor disagree,Yes,,,"Yes, I have considered and intend to apply (or am currently applying) to graduate studies in CS",,"No, I do not intend to write a senior thesis in the CS department",I am unsure of or unable to find a suitable faculty advisor for my thesis,,3,5,1,5,4,3,3,3,1,1,1,1,7,3,1,1,1,1,6,4,1,2,"Academic interests,Non-academic and non-professional interests",Yes,10,"Fellow students,Professional networks","Close friends and family,Professional networks",Woman,,No,Queer,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 15:17:10,2021-10-25 15:23:53,IP Address,100,402,True,2021-10-25 15:23:53,R_28FMrcbUSBwhq08,anonymous,EN,Computer Science,05/2024,Yes,"Classics,Comparative Literature,Computer Science,Economics,English,Neuroscience,Psychology",,In middle school or earlier (including summer after graduation),,6,4,3,4,5,4,5,5,4,4,6,5,6,4,4,6,4,To inquire about research opportunities,5,5,3,"CS 61: Systems Programming and Machine Organization,CS 124: Data Structures and Algorithms,CS 13x, an undergraduate-level economics/computation course",Somewhat agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS",,"Yes, I intend to write a senior thesis in the CS department",,,5,4,4,6,5,6,4,1,3,1,1,1,4,4,3,3,3,3,4,4,3,3,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,8,"Fellow students,Professional networks","Close friends and family,Fellow students",Non-binary,,Questioning or unsure,Queer,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 13:54:51,2021-10-25 15:29:03,IP Address,100,5652,True,2021-10-25 15:29:04,R_AhNjMZ5I4Cq3Exb,anonymous,EN,Computer Science,05/2025,Yes,"Applied Mathematics,Computer Science,History and Literature,Social Studies,Women, Gender, and Sexuality, Study of",,In high school (including summer after graduation),,6,1,2,1,4,1,1,5,1,3,5,5,1,4,7,4,7,To inquire about advice for my concentration,1,5,1,CS 50: Introduction to Computer Science I,Somewhat disagree,Yes,,,"No, I have not considered applying to graduate studies in CS",,I am unsure or undecided,,,6,5,4,5,4,4,7,1,1,1,1,1,7,1,1,1,1,1,7,2,1,5,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,7,"Professional networks,Alumni networks,The Harvard Office of Career Services","Close friends and family,Professional networks,Alumni networks,The Harvard Office of Career Services",Woman,,No,Questioning or unsure,White,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 16:05:56,2021-10-25 16:14:04,IP Address,100,487,True,2021-10-25 16:14:04,R_cNJfyNmTPYUPkuR,anonymous,EN,Computer Science,05/2024,Yes,"Applied Mathematics,Computer Science",Peer Advising Fellows (PAFs),I have never been taught programming or computer science in an academic or extracurricular program,,5,5,2,1,4,3,1,2,1,7,6,6,3,5,6,6,6,,5,5,2,"CS 20: Discrete Mathematics for Computer Science,CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 12x, an undergraduate-level theoretical CS course (other than CS 121 or CS 124)",Agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS","I did not feel as if I had the resources to successfully apply to graduate school,Graduate school doesn't fit into my career path",I am unsure or undecided,,,5,4,4,5,5,6,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,"Academic interests,Non-academic and non-professional interests",Yes,6,Fellow students,"Fellow students,Professional networks,The Harvard Office of Career Services",Woman,,No,Queer,White,,"Yes, of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 17:03:37,2021-10-25 17:08:27,IP Address,100,289,True,2021-10-25 17:08:28,R_UgXMEHuq3Zzu6sN,anonymous,EN,Government,05/2024,Yes,"Economics,Government,Social Studies,Sociology,Statistics","Department heads,Department faculty,Department-specific advising programs",In high school (including summer after graduation),,,,,,,,,,,,,,3,6,7,4,7,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",4,4,5,CS 50: Introduction to Computer Science I,Strongly agree,Yes,,,,,,,,5,5,3,5,5,5,1,3,1,1,1,1,3,3,1,1,1,1,3,3,1,1,"Professional interests,Non-academic and non-professional interests",Yes,3,"Close friends and family,Professional networks,Alumni networks","Close friends and family,Fellow students,Professional networks,Alumni networks,The Harvard Office of Career Services",Woman,,No,Questioning or unsure,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 18:01:00,2021-10-25 18:17:21,IP Address,100,980,True,2021-10-25 18:17:21,R_3D0x56E3L1FaJxN,anonymous,EN,Computer Science,05/2025,Yes,"Applied Mathematics,Biomedical Engineering,Computer Science,Economics,Human Developmental and Regenerative Biology,Integrative Biology,Molecular and Cellular Biology,Neuroscience","Department heads,Department faculty,Department-specific advising programs",In high school (including summer after graduation),,4,3,3,4,5,5,2,5,3,6,7,7,2,5,5,1,7,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",6,4,1,CS 50: Introduction to Computer Science I,Strongly agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS",Graduate school doesn't fit into my career path,I am unsure or undecided,,,5,5,2,7,7,7,2,1,1,1,1,1,5,1,1,1,1,1,6,1,5,3,"Academic interests,Non-academic and non-professional interests",Yes,6,"Close friends and family,Fellow students,Professional networks","Close friends and family,Fellow students,Professional networks,The Harvard Office of Career Services",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 18:21:03,2021-10-25 18:31:09,IP Address,100,606,True,2021-10-25 18:31:09,R_3hhDFuQ8nSfgqsU,anonymous,EN,Neuroscience,05/2024,Yes,"Biomedical Engineering,Computer Science,Molecular and Cellular Biology,Neuroscience","My first-year academic advisor,Department-specific advising programs,Peer Advising Fellows (PAFs)",In middle school or earlier (including summer after graduation),,,,,,,,,,,,,,6,6,7,6,7,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",7,7,7,CS 50: Introduction to Computer Science I,Somewhat agree,Undecided,"CS course material is too difficult,CS courses are too time-intensive,CS courses are poorly designed or organized,I do not have enough space in my schedule,Other:","Unsure if I wish to concentrate or secondary in computer science, which would remain a decisive factor. Another factor is that I am considering premed, though not completely sure.",,,,,,7,7,6,7,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,8,"Close friends and family,Fellow students,Professional networks,Alumni networks,The Harvard Office of Career Services","Close friends and family,Fellow students,Professional networks,Alumni networks,The Harvard Office of Career Services",Man,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 17:29:33,2021-10-25 19:13:18,IP Address,100,6225,True,2021-10-25 19:13:19,R_1Okr0eDwnN8NoPa,anonymous,EN,Computer Science,05/2022,Yes,Computer Science,"My first-year academic advisor,Department heads,Department faculty",In middle school or earlier (including summer after graduation),,5,5,3,1,2,5,2,5,5,6,5,5,2,5,6,5,4,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",5,3,2,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 61: Systems Programming and Machine Organization,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 9x, an undergraduate-level research CS course,CS 12x, an undergraduate-level theoretical CS course (other than CS 121 or CS 124),CS 18x, an undergraduate-level artificial intelligence course,CS 23x, a graduate-level economics/computation course",Agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS",Graduate school doesn't fit into my career path,"Yes, I intend to write a senior thesis in the CS department",,,3,5,3,6,4,4,3,2,1,1,1,1,5,5,5,5,5,4,6,6,4,2,"Academic interests,Professional interests",Yes,7,"Close friends and family,Fellow students","Close friends and family,Fellow students",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 20:45:34,2021-10-25 20:49:55,IP Address,100,260,True,2021-10-25 20:49:55,R_2OJccTwv9l8dThq,anonymous,EN,Applied Mathematics,05/2025,Yes,"Biomedical Engineering,Earth and Planetary Sciences,Environmental Science and Engineering,Psychology","Department faculty,Peer Advising Fellows (PAFs)",I have never been taught programming or computer science in an academic or extracurricular program,,,,,,,,,,,,,,6,7,7,3,5,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about advice for my concentration",4,3,3,CS 50: Introduction to Computer Science I,Somewhat disagree,Yes,,,,,,,,4,4,4,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Non-academic and non-professional interests,Yes,8,"Close friends and family,Fellow students,Alumni networks","Close friends and family,Fellow students,The Harvard Office of Career Services",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 21:00:51,2021-10-25 21:05:58,IP Address,100,306,True,2021-10-25 21:05:59,R_sGpFKyCUa2DbaJb,anonymous,EN,Mathematics,12/2022,Yes,"Applied Mathematics,Computer Science,Economics,Mathematics",,In high school (including summer after graduation),,,,,,,,,,,,,,6,7,7,6,7,"To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",3,2,2,"CS 50: Introduction to Computer Science I,CS 61: Systems Programming and Machine Organization,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms",Somewhat agree,Yes,,,,,,,,3,2,1,2,2,1,5,5,1,1,1,1,2,1,1,1,1,1,3,3,1,1,"Professional interests,Non-academic and non-professional interests",Yes,9,"Close friends and family,Fellow students","Close friends and family,Fellow students,Alumni networks",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 21:37:11,2021-10-25 21:43:50,IP Address,100,398,True,2021-10-25 21:43:50,R_24qK8NcWjp5Ub3l,anonymous,EN,Mathematics,05/2025,Yes,"Applied Mathematics,Computer Science,Linguistics,Mathematics",,Other,Gap year,,,,,,,,,,,,,5,6,7,7,4,To inquire about advice for my concentration,7,7,7,CS 121: Introduction to Theoretical Computer Science,Disagree,Yes,,,,,,,,7,3,5,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,7,5,4,4,"Academic interests,Professional interests,Non-academic and non-professional interests",No,1,,,Man,,No,Straight/Heterosexual,"Asian,White",,Prefer not to say,No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-25 23:14:45,2021-10-25 23:24:30,IP Address,100,585,True,2021-10-25 23:24:31,R_3fMMRemSw4Z0NCB,anonymous,EN,Computer Science,05/2022,Yes,"Computer Science,Government",My first-year academic advisor,In middle school or earlier (including summer after graduation),,6,6,4,2,3,5,4,6,4,6,6,5,1,3,6,3,5,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",3,3,2,"CS 50: Introduction to Computer Science I,CS 51: Introduction to Computer Science II,CS 61: Systems Programming and Machine Organization,CS 121: Introduction to Theoretical Computer Science,CS 124: Data Structures and Algorithms,CS 9x, an undergraduate-level research CS course,CS 12x, an undergraduate-level theoretical CS course (other than CS 121 or CS 124),CS 17x, an undergraduate-level graphics/visualization/user interfaces course,CS 18x, an undergraduate-level artificial intelligence course,CS 23x, a graduate-level economics/computation course",Agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS","I didn't learn about opportunities relating to graduate studies until it was too late,I did not feel as if I had the resources to successfully apply to graduate school,Graduate school doesn't fit into my career path","Yes, I intend to write a senior thesis in the CS department",,,3,3,3,6,5,5,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,Professional interests,Yes,9,"Close friends and family,Fellow students","Close friends and family,Fellow students,The Harvard Office of Career Services",Woman,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-26 08:05:02,2021-10-26 08:10:16,IP Address,100,313,True,2021-10-26 08:10:16,R_6yZsC178OpZJ5Dz,anonymous,EN,Computer Science,05/2024,Yes,Computer Science,My first-year academic advisor,In high school (including summer after graduation),,6,5,2,2,4,5,3,4,3,6,5,6,5,5,5,5,6,,6,4,4,"CS 50: Introduction to Computer Science I,CS 61: Systems Programming and Machine Organization,CS 124: Data Structures and Algorithms",Agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS",Graduate school doesn't fit into my career path,I am unsure or undecided,,,5,3,3,7,4,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,7,"Close friends and family,Fellow students,Professional networks,The Harvard Office of Career Services","Close friends and family,Fellow students,Professional networks,The Harvard Office of Career Services",Man,,No,Straight/Heterosexual,Asian,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-26 08:43:05,2021-10-26 08:48:28,IP Address,100,322,True,2021-10-26 08:48:28,R_XnULPw0sfVpsfwB,anonymous,EN,Computer Science,06/2025,Yes,"Computer Science,Physics,Statistics",,I have never been taught programming or computer science in an academic or extracurricular program,,5,2,2,5,4,3,3,5,2,5,5,3,2,6,4,4,2,,5,5,5,CS 61: Systems Programming and Machine Organization,Somewhat agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS",Graduate school doesn't fit into my career path,I am unsure or undecided,,,5,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,4,"Academic interests,Professional interests,Non-academic and non-professional interests",Yes,5,,"Close friends and family,The Harvard Office of Career Services",Non-binary,,Questioning or unsure,Straight/Heterosexual,White,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
2021-10-26 08:46:32,2021-10-26 08:52:56,IP Address,100,384,True,2021-10-26 08:52:57,R_1jiZeQvpRdqCFDW,anonymous,EN,Computer Science,05/2024,Yes,"Computer Science,Electrical Engineering,Mathematics",Department faculty,In college,,6,5,2,6,6,4,7,2,3,5,4,3,7,7,7,7,7,"For an academic letter of recommendation,To inquire about research opportunities,To inquire about career opportunities,To inquire about advice for my concentration",4,4,4,"CS 61: Systems Programming and Machine Organization,CS 12x, an undergraduate-level theoretical CS course (other than CS 121 or CS 124),CS 16x, an undergraduate-level systems course,CS 26x, a graduate-level systems course",Somewhat agree,Yes,,,"Yes, I have considered but do not intend to apply to graduate studies in CS",,I am unsure or undecided,,,6,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"Academic interests,Non-academic and non-professional interests",Yes,7,"Close friends and family,Fellow students,The Harvard Office of Career Services","Close friends and family,Fellow students,The Harvard Office of Career Services",Man,,No,Straight/Heterosexual,White,,"No, not of Hispanic or Latinx origin",No,No,"No, I have not been diagnosed with a disability or impairment",,,,,,,,
